date,artist,title,peakPos,lastPos,weeks,rank,change,list
2006-02-04,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),12,0,1,39,New,pop
2006-05-13,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),10,42,21,47,-5,r-b-hip-hop
2006-05-06,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),10,29,20,42,-13,r-b-hip-hop
2006-04-29,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),10,19,19,29,-10,r-b-hip-hop
2006-04-22,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),10,16,18,19,-3,r-b-hip-hop
2006-04-15,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),10,15,17,16,-1,r-b-hip-hop
2006-04-08,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),10,13,16,15,-2,r-b-hip-hop
2006-04-01,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),10,12,15,13,-1,r-b-hip-hop
2006-03-25,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),10,11,14,12,-1,r-b-hip-hop
2006-03-18,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),10,11,13,11,0,r-b-hip-hop
2006-03-11,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),10,11,12,11,0,r-b-hip-hop
2006-03-04,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),10,10,11,11,-1,r-b-hip-hop
2006-02-25,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),10,11,10,10,+1,r-b-hip-hop
2006-02-18,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),10,15,9,11,+4,r-b-hip-hop
2006-02-11,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),10,22,8,15,+7,r-b-hip-hop
2006-02-04,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),10,25,7,22,+3,r-b-hip-hop
2006-01-28,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),10,32,6,25,+7,r-b-hip-hop
2006-01-21,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),10,36,5,32,+4,r-b-hip-hop
2006-01-14,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),10,34,4,36,-2,r-b-hip-hop
2006-01-07,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),10,43,3,34,+9,r-b-hip-hop
2005-12-31,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),10,61,2,43,+18,r-b-hip-hop
2017-03-18,Big Sean,Bounce Back,24,29,3,27,+2,pop
2017-03-11,Big Sean,Bounce Back,24,33,2,29,+4,pop
2017-03-04,Big Sean,Bounce Back,24,0,1,33,New,pop
2017-03-18,Big Sean,Bounce Back,3,4,17,5,-1,r-b-hip-hop
2017-03-18,Big Sean,Moves,15,26,10,27,-1,r-b-hip-hop
2017-03-11,Big Sean,Bounce Back,3,6,16,4,+2,r-b-hip-hop
2017-03-11,Big Sean,Moves,15,16,9,26,-10,r-b-hip-hop
2017-03-04,Big Sean,Bounce Back,3,3,15,6,-3,r-b-hip-hop
2017-03-04,Big Sean,Moves,15,15,8,16,-1,r-b-hip-hop
2017-02-25,Big Sean,Bounce Back,3,8,14,3,+5,r-b-hip-hop
2017-02-25,Big Sean,Moves,15,31,7,15,+16,r-b-hip-hop
2017-02-25,Big Sean,Halfway Off The Balcony,28,0,2,28,Re-Entry,r-b-hip-hop
2017-02-25,Big Sean,Jump Out The Window,29,0,1,29,New,r-b-hip-hop
2017-02-25,Big Sean,Owe Me,34,0,1,34,New,r-b-hip-hop
2017-02-25,Big Sean,Voices In My Head / Stick To The Plan,44,0,1,44,New,r-b-hip-hop
2017-02-18,Big Sean,Bounce Back,3,8,13,8,0,r-b-hip-hop
2017-02-18,Big Sean,Moves,15,27,6,31,-4,r-b-hip-hop
2017-02-11,Big Sean,Bounce Back,3,8,12,8,0,r-b-hip-hop
2017-02-11,Big Sean,Moves,15,28,5,27,+1,r-b-hip-hop
2017-02-11,Big Sean,Halfway Off The Balcony,28,0,1,38,New,r-b-hip-hop
2017-02-04,Big Sean,Bounce Back,3,8,11,8,0,r-b-hip-hop
2017-02-04,Big Sean,Moves,15,27,4,28,-1,r-b-hip-hop
2017-01-28,Big Sean,Bounce Back,3,9,10,8,+1,r-b-hip-hop
2017-01-28,Big Sean,Moves,15,33,3,27,+6,r-b-hip-hop
2017-01-21,Big Sean,Bounce Back,3,10,9,9,+1,r-b-hip-hop
2017-01-21,Big Sean,Moves,15,30,2,33,-3,r-b-hip-hop
2017-01-14,Big Sean,Bounce Back,3,11,8,10,+1,r-b-hip-hop
2017-01-14,Big Sean,Moves,15,0,1,30,Hot Shot Debut,r-b-hip-hop
2017-01-07,Big Sean,Bounce Back,3,19,7,11,+8,r-b-hip-hop
2016-12-31,Big Sean,Bounce Back,3,16,6,19,-3,r-b-hip-hop
2016-12-24,Big Sean,Bounce Back,3,25,5,16,+9,r-b-hip-hop
2016-12-17,Big Sean,Bounce Back,3,23,4,25,-2,r-b-hip-hop
2016-12-10,Big Sean,Bounce Back,3,24,3,23,+1,r-b-hip-hop
2016-12-03,Big Sean,Bounce Back,3,23,2,24,-1,r-b-hip-hop
2016-11-26,Big Sean,Bounce Back,3,0,1,23,New,r-b-hip-hop
2015-03-28,Big Sean,Paradise,34,43,3,44,-1,r-b-hip-hop
2015-03-21,Big Sean,Paradise,34,34,2,43,-9,r-b-hip-hop
2015-03-14,Big Sean,Paradise,34,0,1,34,New,r-b-hip-hop
2013-08-31,Big Sean,Fire,46,0,1,46,New,r-b-hip-hop
2013-03-30,Big Sean,Guap,21,36,20,38,-2,r-b-hip-hop
2013-03-23,Big Sean,Guap,21,33,19,36,-3,r-b-hip-hop
2013-03-16,Big Sean,Guap,21,34,18,33,+1,r-b-hip-hop
2013-03-09,Big Sean,Guap,21,31,17,34,-3,r-b-hip-hop
2013-03-02,Big Sean,Guap,21,29,16,31,-2,r-b-hip-hop
2013-02-23,Big Sean,Guap,21,25,15,29,-4,r-b-hip-hop
2013-02-16,Big Sean,Guap,21,25,14,25,0,r-b-hip-hop
2013-02-09,Big Sean,Guap,21,22,13,25,-3,r-b-hip-hop
2013-02-02,Big Sean,Guap,21,23,12,22,+1,r-b-hip-hop
2013-01-26,Big Sean,Guap,21,23,11,23,0,r-b-hip-hop
2013-01-19,Big Sean,Guap,21,21,10,23,-2,r-b-hip-hop
2013-01-12,Big Sean,Guap,21,23,9,21,+2,r-b-hip-hop
2013-01-05,Big Sean,Guap,21,25,8,23,+2,r-b-hip-hop
2012-12-29,Big Sean,Guap,21,31,7,25,+6,r-b-hip-hop
2012-12-22,Big Sean,Guap,21,30,6,31,-1,r-b-hip-hop
2012-12-15,Big Sean,Guap,21,33,5,30,+3,r-b-hip-hop
2012-12-08,Big Sean,Guap,21,35,4,33,+2,r-b-hip-hop
2012-12-01,Big Sean,Guap,21,35,3,35,0,r-b-hip-hop
2012-11-24,Big Sean,Guap,21,31,2,35,-4,r-b-hip-hop
2012-11-17,Big Sean,Guap,21,0,1,31,Hot Shot Debut,r-b-hip-hop
2011-11-19,Big Sean,Dance (A$$),12,23,16,12,+11,r-b-hip-hop
2011-11-12,Big Sean,Dance (A$$),12,24,15,23,+1,r-b-hip-hop
2011-11-05,Big Sean,Dance (A$$),12,29,14,24,+5,r-b-hip-hop
2011-10-29,Big Sean,Dance (A$$),12,34,13,29,+5,r-b-hip-hop
2011-10-22,Big Sean,Dance (A$$),12,56,12,34,+22,r-b-hip-hop
2010-07-31,B.o.B Featuring Bruno Mars,Nothin' On You,1,18,22,18,0,pop
2010-07-24,B.o.B Featuring Bruno Mars,Nothin' On You,1,14,21,18,-4,pop
2010-07-17,B.o.B Featuring Bruno Mars,Nothin' On You,1,13,20,14,-1,pop
2010-07-10,B.o.B Featuring Bruno Mars,Nothin' On You,1,10,19,13,-3,pop
2010-07-03,B.o.B Featuring Bruno Mars,Nothin' On You,1,8,18,10,-2,pop
2010-06-26,B.o.B Featuring Bruno Mars,Nothin' On You,1,7,17,8,-1,pop
2010-06-19,B.o.B Featuring Bruno Mars,Nothin' On You,1,4,16,7,-3,pop
2010-06-12,B.o.B Featuring Bruno Mars,Nothin' On You,1,2,15,4,-2,pop
2010-06-05,B.o.B Featuring Bruno Mars,Nothin' On You,1,2,14,2,0,pop
2010-05-29,B.o.B Featuring Bruno Mars,Nothin' On You,1,1,13,2,-1,pop
2010-05-22,B.o.B Featuring Bruno Mars,Nothin' On You,1,2,12,1,+1,pop
2010-05-15,B.o.B Featuring Bruno Mars,Nothin' On You,1,4,11,2,+2,pop
2010-05-08,B.o.B Featuring Bruno Mars,Nothin' On You,1,6,10,4,+2,pop
2010-05-01,B.o.B Featuring Bruno Mars,Nothin' On You,1,7,9,6,+1,pop
2010-04-24,B.o.B Featuring Bruno Mars,Nothin' On You,1,7,8,7,0,pop
2010-04-17,B.o.B Featuring Bruno Mars,Nothin' On You,1,13,7,7,+6,pop
2010-04-10,B.o.B Featuring Bruno Mars,Nothin' On You,1,16,6,13,+3,pop
2010-04-03,B.o.B Featuring Bruno Mars,Nothin' On You,1,20,5,16,+4,pop
2010-03-27,B.o.B Featuring Bruno Mars,Nothin' On You,1,27,4,20,+7,pop
2010-03-20,B.o.B Featuring Bruno Mars,Nothin' On You,1,33,3,27,+6,pop
2010-03-13,B.o.B Featuring Bruno Mars,Nothin' On You,1,40,2,33,+7,pop
2010-03-06,B.o.B Featuring Bruno Mars,Nothin' On You,1,0,1,40,New,pop
2010-08-28,B.o.B Featuring Bruno Mars,Nothin' On You,5,37,30,40,-3,r-b-hip-hop
2010-08-21,B.o.B Featuring Bruno Mars,Nothin' On You,5,44,29,37,+7,r-b-hip-hop
2010-08-14,B.o.B Featuring Bruno Mars,Nothin' On You,5,31,28,44,-13,r-b-hip-hop
2010-08-07,B.o.B Featuring Bruno Mars,Nothin' On You,5,28,27,31,-3,r-b-hip-hop
2010-07-31,B.o.B Featuring Bruno Mars,Nothin' On You,5,23,26,28,-5,r-b-hip-hop
2010-07-24,B.o.B Featuring Bruno Mars,Nothin' On You,5,23,25,23,0,r-b-hip-hop
2010-07-17,B.o.B Featuring Bruno Mars,Nothin' On You,5,19,24,23,-4,r-b-hip-hop
2010-07-10,B.o.B Featuring Bruno Mars,Nothin' On You,5,15,23,19,-4,r-b-hip-hop
2010-07-03,B.o.B Featuring Bruno Mars,Nothin' On You,5,11,22,15,-4,r-b-hip-hop
2010-06-26,B.o.B Featuring Bruno Mars,Nothin' On You,5,12,21,11,+1,r-b-hip-hop
2010-06-19,B.o.B Featuring Bruno Mars,Nothin' On You,5,12,20,12,0,r-b-hip-hop
2010-06-12,B.o.B Featuring Bruno Mars,Nothin' On You,5,5,19,12,-7,r-b-hip-hop
2010-06-05,B.o.B Featuring Bruno Mars,Nothin' On You,5,5,18,5,0,r-b-hip-hop
2010-05-29,B.o.B Featuring Bruno Mars,Nothin' On You,5,6,17,5,+1,r-b-hip-hop
2010-05-22,B.o.B Featuring Bruno Mars,Nothin' On You,5,6,16,6,0,r-b-hip-hop
2010-05-15,B.o.B Featuring Bruno Mars,Nothin' On You,5,7,15,6,+1,r-b-hip-hop
2010-05-08,B.o.B Featuring Bruno Mars,Nothin' On You,5,7,14,7,0,r-b-hip-hop
2010-05-01,B.o.B Featuring Bruno Mars,Nothin' On You,5,10,13,7,+3,r-b-hip-hop
2010-04-24,B.o.B Featuring Bruno Mars,Nothin' On You,5,13,12,10,+3,r-b-hip-hop
2010-04-17,B.o.B Featuring Bruno Mars,Nothin' On You,5,17,11,13,+4,r-b-hip-hop
2010-04-10,B.o.B Featuring Bruno Mars,Nothin' On You,5,22,10,17,+5,r-b-hip-hop
2010-04-03,B.o.B Featuring Bruno Mars,Nothin' On You,5,24,9,22,+2,r-b-hip-hop
2010-03-27,B.o.B Featuring Bruno Mars,Nothin' On You,5,27,8,24,+3,r-b-hip-hop
2010-03-20,B.o.B Featuring Bruno Mars,Nothin' On You,5,37,7,27,+10,r-b-hip-hop
2010-03-13,B.o.B Featuring Bruno Mars,Nothin' On You,5,46,6,37,+9,r-b-hip-hop
2010-03-06,B.o.B Featuring Bruno Mars,Nothin' On You,5,46,5,46,0,r-b-hip-hop
2010-02-27,B.o.B Featuring Bruno Mars,Nothin' On You,5,63,4,46,+17,r-b-hip-hop
1993-11-06,Robin S.,Show Me Love,5,34,23,37,-3,pop
1993-10-30,Robin S.,Show Me Love,5,40,23,34,+6,pop
1993-10-23,Robin S.,Show Me Love,5,34,23,40,-6,pop
1993-10-16,Robin S.,Show Me Love,5,28,23,34,-6,pop
1993-10-09,Robin S.,Show Me Love,5,27,23,28,-1,pop
1993-10-02,Robin S.,Show Me Love,5,21,23,27,-6,pop
1993-09-25,Robin S.,Show Me Love,5,22,23,21,+1,pop
1993-09-18,Robin S.,Show Me Love,5,17,23,22,-5,pop
1993-09-11,Robin S.,Show Me Love,5,15,23,17,-2,pop
1993-09-04,Robin S.,Show Me Love,5,12,23,15,-3,pop
1993-08-28,Robin S.,Show Me Love,5,10,23,12,-2,pop
1993-08-21,Robin S.,Show Me Love,5,5,23,10,-5,pop
1993-08-14,Robin S.,Show Me Love,5,7,23,5,+2,pop
1993-08-07,Robin S.,Show Me Love,5,8,23,7,+1,pop
1993-07-31,Robin S.,Show Me Love,5,9,23,8,+1,pop
1993-07-24,Robin S.,Show Me Love,5,10,23,9,+1,pop
1993-07-17,Robin S.,Show Me Love,5,14,23,10,+4,pop
1993-07-10,Robin S.,Show Me Love,5,19,23,14,+5,pop
1993-07-03,Robin S.,Show Me Love,5,23,23,19,+4,pop
1993-06-26,Robin S.,Show Me Love,5,28,23,23,+5,pop
1993-06-19,Robin S.,Show Me Love,5,32,23,28,+4,pop
1993-06-12,Robin S.,Show Me Love,5,40,23,32,+8,pop
1993-06-05,Robin S.,Show Me Love,5,0,23,40,Re-Entry,pop
1997-07-05,Robin S.,It Must Be Love,35,35,19,39,-4,r-b-hip-hop
1997-06-28,Robin S.,It Must Be Love,35,37,19,35,+2,r-b-hip-hop
1997-06-21,Robin S.,It Must Be Love,35,40,19,37,+3,r-b-hip-hop
1997-06-14,Robin S.,It Must Be Love,35,40,19,40,0,r-b-hip-hop
1997-06-07,Robin S.,It Must Be Love,35,47,19,40,+7,r-b-hip-hop
1997-05-31,Robin S.,It Must Be Love,35,50,19,47,+3,r-b-hip-hop
1997-05-24,Robin S.,It Must Be Love,35,50,19,50,0,r-b-hip-hop
1997-05-17,Robin S.,It Must Be Love,35,50,19,50,0,r-b-hip-hop
1997-05-10,Robin S.,It Must Be Love,35,55,19,50,+5,r-b-hip-hop
1993-10-09,Robin S.,Show Me Love,7,47,25,50,-3,r-b-hip-hop
1993-10-02,Robin S.,Show Me Love,7,44,25,47,-3,r-b-hip-hop
1993-09-25,Robin S.,Show Me Love,7,45,25,44,+1,r-b-hip-hop
1993-09-18,Robin S.,Show Me Love,7,47,25,45,+2,r-b-hip-hop
1993-09-11,Robin S.,Show Me Love,7,35,25,47,-12,r-b-hip-hop
1993-09-04,Robin S.,Show Me Love,7,38,25,35,+3,r-b-hip-hop
1993-08-28,Robin S.,Show Me Love,7,33,25,38,-5,r-b-hip-hop
1993-08-21,Robin S.,Show Me Love,7,24,25,33,-9,r-b-hip-hop
1993-08-14,Robin S.,Show Me Love,7,16,25,24,-8,r-b-hip-hop
1993-08-07,Robin S.,Show Me Love,7,13,25,16,-3,r-b-hip-hop
1993-07-31,Robin S.,Show Me Love,7,10,25,13,-3,r-b-hip-hop
1993-07-24,Robin S.,Show Me Love,7,10,25,10,0,r-b-hip-hop
1993-07-17,Robin S.,Show Me Love,7,7,25,10,-3,r-b-hip-hop
1993-07-10,Robin S.,Show Me Love,7,7,25,7,0,r-b-hip-hop
1993-07-03,Robin S.,Show Me Love,7,8,25,7,+1,r-b-hip-hop
1993-06-26,Robin S.,Show Me Love,7,9,25,8,+1,r-b-hip-hop
1993-06-19,Robin S.,Show Me Love,7,7,25,9,-2,r-b-hip-hop
1993-06-12,Robin S.,Show Me Love,7,9,25,7,+2,r-b-hip-hop
1993-06-05,Robin S.,Show Me Love,7,16,25,9,+7,r-b-hip-hop
1993-05-29,Robin S.,Show Me Love,7,28,25,16,+12,r-b-hip-hop
1993-05-22,Robin S.,Show Me Love,7,39,25,28,+11,r-b-hip-hop
1993-05-15,Robin S.,Show Me Love,7,45,25,39,+6,r-b-hip-hop
1993-05-08,Robin S.,Show Me Love,7,58,25,45,+13,r-b-hip-hop
2002-07-20,'N Sync Featuring Nelly,Girlfriend,5,35,25,37,-2,pop
2002-07-13,'N Sync Featuring Nelly,Girlfriend,5,33,24,35,-2,pop
2002-07-06,'N Sync Featuring Nelly,Girlfriend,5,31,23,33,-2,pop
2002-06-29,'N Sync Featuring Nelly,Girlfriend,5,25,22,31,-6,pop
2002-06-22,'N Sync Featuring Nelly,Girlfriend,5,24,21,25,-1,pop
2002-06-15,'N Sync Featuring Nelly,Girlfriend,5,24,20,24,0,pop
2002-06-08,'N Sync Featuring Nelly,Girlfriend,5,21,19,24,-3,pop
2002-06-01,'N Sync Featuring Nelly,Girlfriend,5,19,18,21,-2,pop
2002-05-25,'N Sync Featuring Nelly,Girlfriend,5,14,17,19,-5,pop
2002-05-18,'N Sync Featuring Nelly,Girlfriend,5,11,16,14,-3,pop
2002-05-11,'N Sync Featuring Nelly,Girlfriend,5,9,15,11,-2,pop
2002-05-04,'N Sync Featuring Nelly,Girlfriend,5,5,14,9,-4,pop
2002-04-27,'N Sync Featuring Nelly,Girlfriend,5,5,13,5,0,pop
2002-04-20,'N Sync Featuring Nelly,Girlfriend,5,5,12,5,0,pop
2002-04-13,'N Sync Featuring Nelly,Girlfriend,5,7,11,5,+2,pop
2002-04-06,'N Sync Featuring Nelly,Girlfriend,5,8,10,7,+1,pop
2002-03-30,'N Sync Featuring Nelly,Girlfriend,5,11,9,8,+3,pop
2002-03-23,'N Sync Featuring Nelly,Girlfriend,5,12,8,11,+1,pop
2002-03-16,'N Sync Featuring Nelly,Girlfriend,5,13,7,12,+1,pop
2002-05-25,'N Sync Featuring Nelly,Girlfriend,23,42,13,48,-6,r-b-hip-hop
2002-05-18,'N Sync Featuring Nelly,Girlfriend,23,31,12,42,-11,r-b-hip-hop
2002-05-11,'N Sync Featuring Nelly,Girlfriend,23,27,11,31,-4,r-b-hip-hop
2002-05-04,'N Sync Featuring Nelly,Girlfriend,23,27,10,27,0,r-b-hip-hop
2002-04-27,'N Sync Featuring Nelly,Girlfriend,23,27,9,27,0,r-b-hip-hop
2002-04-20,'N Sync Featuring Nelly,Girlfriend,23,23,8,27,-4,r-b-hip-hop
2002-04-13,'N Sync Featuring Nelly,Girlfriend,23,25,7,23,+2,r-b-hip-hop
2002-04-06,'N Sync Featuring Nelly,Girlfriend,23,27,6,25,+2,r-b-hip-hop
2002-03-30,'N Sync Featuring Nelly,Girlfriend,23,61,5,27,+34,r-b-hip-hop
2004-06-26,Sean Paul Featuring Sasha,I'm Still In Love With You,17,31,10,39,-8,pop
2004-06-19,Sean Paul Featuring Sasha,I'm Still In Love With You,17,23,9,31,-8,pop
2004-06-12,Sean Paul Featuring Sasha,I'm Still In Love With You,17,20,8,23,-3,pop
2004-06-05,Sean Paul Featuring Sasha,I'm Still In Love With You,17,18,7,20,-2,pop
2004-05-29,Sean Paul Featuring Sasha,I'm Still In Love With You,17,17,6,18,-1,pop
2004-05-22,Sean Paul Featuring Sasha,I'm Still In Love With You,17,21,5,17,+4,pop
2004-05-15,Sean Paul Featuring Sasha,I'm Still In Love With You,17,23,4,21,+2,pop
2004-05-08,Sean Paul Featuring Sasha,I'm Still In Love With You,17,27,3,23,+4,pop
2004-05-01,Sean Paul Featuring Sasha,I'm Still In Love With You,17,33,2,27,+6,pop
2004-04-24,Sean Paul Featuring Sasha,I'm Still In Love With You,17,0,1,33,Hot Shot Debut,pop
2004-06-05,Sean Paul Featuring Sasha,I'm Still In Love With You,13,47,30,46,+1,r-b-hip-hop
2004-05-29,Sean Paul Featuring Sasha,I'm Still In Love With You,13,27,29,47,-20,r-b-hip-hop
2004-05-22,Sean Paul Featuring Sasha,I'm Still In Love With You,13,30,28,27,+3,r-b-hip-hop
2004-05-15,Sean Paul Featuring Sasha,I'm Still In Love With You,13,32,27,30,+2,r-b-hip-hop
2004-05-08,Sean Paul Featuring Sasha,I'm Still In Love With You,13,21,26,32,-11,r-b-hip-hop
2004-05-01,Sean Paul Featuring Sasha,I'm Still In Love With You,13,21,25,21,0,r-b-hip-hop
2004-04-24,Sean Paul Featuring Sasha,I'm Still In Love With You,13,20,24,21,-1,r-b-hip-hop
2004-04-17,Sean Paul Featuring Sasha,I'm Still In Love With You,13,14,23,20,-6,r-b-hip-hop
2004-04-10,Sean Paul Featuring Sasha,I'm Still In Love With You,13,13,22,14,-1,r-b-hip-hop
2004-04-03,Sean Paul Featuring Sasha,I'm Still In Love With You,13,14,21,13,+1,r-b-hip-hop
2004-03-27,Sean Paul Featuring Sasha,I'm Still In Love With You,13,14,20,14,0,r-b-hip-hop
2004-03-20,Sean Paul Featuring Sasha,I'm Still In Love With You,13,15,19,14,+1,r-b-hip-hop
2004-03-13,Sean Paul Featuring Sasha,I'm Still In Love With You,13,16,18,15,+1,r-b-hip-hop
2004-03-06,Sean Paul Featuring Sasha,I'm Still In Love With You,13,16,17,16,0,r-b-hip-hop
2004-02-28,Sean Paul Featuring Sasha,I'm Still In Love With You,13,19,16,16,+3,r-b-hip-hop
2004-02-21,Sean Paul Featuring Sasha,I'm Still In Love With You,13,21,15,19,+2,r-b-hip-hop
2004-02-14,Sean Paul Featuring Sasha,I'm Still In Love With You,13,25,14,21,+4,r-b-hip-hop
2004-02-07,Sean Paul Featuring Sasha,I'm Still In Love With You,13,28,13,25,+3,r-b-hip-hop
2004-01-31,Sean Paul Featuring Sasha,I'm Still In Love With You,13,43,12,28,+15,r-b-hip-hop
2004-01-24,Sean Paul Featuring Sasha,I'm Still In Love With You,13,48,11,43,+5,r-b-hip-hop
2004-01-17,Sean Paul Featuring Sasha,I'm Still In Love With You,13,48,10,48,0,r-b-hip-hop
2004-01-10,Sean Paul Featuring Sasha,I'm Still In Love With You,13,48,9,48,0,r-b-hip-hop
2004-01-03,Sean Paul Featuring Sasha,I'm Still In Love With You,13,65,8,48,+17,r-b-hip-hop
1997-03-22,Ghost Town DJ's,My Boo,16,40,26,40,0,pop
1997-03-15,Ghost Town DJ's,My Boo,16,38,26,40,-2,pop
1997-03-08,Ghost Town DJ's,My Boo,16,37,26,38,-1,pop
1997-03-01,Ghost Town DJ's,My Boo,16,0,26,37,Re-Entry,pop
1996-12-28,Ghost Town DJ's,My Boo,16,16,26,19,-3,pop
1996-12-21,Ghost Town DJ's,My Boo,16,16,26,16,0,pop
1996-12-14,Ghost Town DJ's,My Boo,16,18,26,16,+2,pop
1996-12-07,Ghost Town DJ's,My Boo,16,18,26,18,0,pop
1996-11-30,Ghost Town DJ's,My Boo,16,19,26,18,+1,pop
1996-11-23,Ghost Town DJ's,My Boo,16,22,26,19,+3,pop
1996-11-16,Ghost Town DJ's,My Boo,16,21,26,22,-1,pop
1996-11-09,Ghost Town DJ's,My Boo,16,23,26,21,+2,pop
1996-11-02,Ghost Town DJ's,My Boo,16,23,26,23,0,pop
1996-10-26,Ghost Town DJ's,My Boo,16,26,26,23,+3,pop
1996-10-19,Ghost Town DJ's,My Boo,16,31,26,26,+5,pop
1996-10-12,Ghost Town DJ's,My Boo,16,32,26,31,+1,pop
1996-10-05,Ghost Town DJ's,My Boo,16,37,26,32,+5,pop
1996-09-28,Ghost Town DJ's,My Boo,16,37,26,37,0,pop
1996-09-21,Ghost Town DJ's,My Boo,16,0,26,37,Re-Entry,pop
2016-07-23,Ghost Town DJ's,My Boo,10,25,36,25,0,r-b-hip-hop
2016-07-16,Ghost Town DJ's,My Boo,10,20,35,25,-5,r-b-hip-hop
2016-07-09,Ghost Town DJ's,My Boo,10,19,34,20,-1,r-b-hip-hop
2016-07-02,Ghost Town DJ's,My Boo,10,20,33,19,+1,r-b-hip-hop
2016-06-25,Ghost Town DJ's,My Boo,10,16,32,20,-4,r-b-hip-hop
2016-06-18,Ghost Town DJ's,My Boo,10,16,31,16,0,r-b-hip-hop
2016-06-11,Ghost Town DJ's,My Boo,10,12,30,16,-4,r-b-hip-hop
2016-06-04,Ghost Town DJ's,My Boo,10,10,29,12,-2,r-b-hip-hop
2016-05-28,Ghost Town DJ's,My Boo,10,14,28,10,+4,r-b-hip-hop
2016-05-21,Ghost Town DJ's,My Boo,10,0,27,14,Re-Entry,r-b-hip-hop
1996-12-28,Ghost Town DJ's,My Boo,10,44,26,48,-4,r-b-hip-hop
1996-12-21,Ghost Town DJ's,My Boo,10,49,26,44,+5,r-b-hip-hop
1996-12-14,Ghost Town DJ's,My Boo,10,44,26,49,-5,r-b-hip-hop
1996-12-07,Ghost Town DJ's,My Boo,10,43,26,44,-1,r-b-hip-hop
1996-11-30,Ghost Town DJ's,My Boo,10,42,26,43,-1,r-b-hip-hop
1996-11-23,Ghost Town DJ's,My Boo,10,41,26,42,-1,r-b-hip-hop
1996-11-16,Ghost Town DJ's,My Boo,10,38,26,41,-3,r-b-hip-hop
1996-11-09,Ghost Town DJ's,My Boo,10,32,26,38,-6,r-b-hip-hop
1996-11-02,Ghost Town DJ's,My Boo,10,31,26,32,-1,r-b-hip-hop
1996-10-26,Ghost Town DJ's,My Boo,10,29,26,31,-2,r-b-hip-hop
1996-10-19,Ghost Town DJ's,My Boo,10,28,26,29,-1,r-b-hip-hop
1996-10-12,Ghost Town DJ's,My Boo,10,25,26,28,-3,r-b-hip-hop
1996-10-05,Ghost Town DJ's,My Boo,10,25,26,25,0,r-b-hip-hop
1996-09-28,Ghost Town DJ's,My Boo,10,22,26,25,-3,r-b-hip-hop
1996-09-21,Ghost Town DJ's,My Boo,10,22,26,22,0,r-b-hip-hop
1996-09-14,Ghost Town DJ's,My Boo,10,20,26,22,-2,r-b-hip-hop
1996-09-07,Ghost Town DJ's,My Boo,10,18,26,20,-2,r-b-hip-hop
1996-08-31,Ghost Town DJ's,My Boo,10,18,26,18,0,r-b-hip-hop
1996-08-24,Ghost Town DJ's,My Boo,10,19,26,18,+1,r-b-hip-hop
1996-08-17,Ghost Town DJ's,My Boo,10,19,26,19,0,r-b-hip-hop
1996-08-10,Ghost Town DJ's,My Boo,10,20,26,19,+1,r-b-hip-hop
1996-08-03,Ghost Town DJ's,My Boo,10,23,26,20,+3,r-b-hip-hop
1996-07-27,Ghost Town DJ's,My Boo,10,28,26,23,+5,r-b-hip-hop
1996-07-20,Ghost Town DJ's,My Boo,10,35,26,28,+7,r-b-hip-hop
1996-07-13,Ghost Town DJ's,My Boo,10,41,26,35,+6,r-b-hip-hop
1996-07-06,Ghost Town DJ's,My Boo,10,0,26,41,Re-Entry,r-b-hip-hop
2002-12-28,Nappy Roots Featuring Anthony Hamilton,Po' Folks,25,35,10,39,-4,pop
2002-12-21,Nappy Roots Featuring Anthony Hamilton,Po' Folks,25,29,9,35,-6,pop
2002-12-14,Nappy Roots Featuring Anthony Hamilton,Po' Folks,25,25,8,29,-4,pop
2002-12-07,Nappy Roots Featuring Anthony Hamilton,Po' Folks,25,28,7,25,+3,pop
2002-11-30,Nappy Roots Featuring Anthony Hamilton,Po' Folks,25,26,6,28,-2,pop
2002-11-23,Nappy Roots Featuring Anthony Hamilton,Po' Folks,25,27,5,26,+1,pop
2002-11-16,Nappy Roots Featuring Anthony Hamilton,Po' Folks,25,29,4,27,+2,pop
2002-11-09,Nappy Roots Featuring Anthony Hamilton,Po' Folks,25,35,3,29,+6,pop
