date,artist,title,peakPos,lastPos,weeks,rank,change,list
2002-11-02,Nappy Roots Featuring Anthony Hamilton,Po' Folks,25,37,2,35,+2,pop
2002-10-26,Nappy Roots Featuring Anthony Hamilton,Po' Folks,25,0,1,37,New,pop
2002-12-28,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,41,28,50,-9,r-b-hip-hop
2002-12-21,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,40,27,41,-1,r-b-hip-hop
2002-12-14,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,30,26,40,-10,r-b-hip-hop
2002-12-07,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,22,25,30,-8,r-b-hip-hop
2002-11-30,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,18,24,22,-4,r-b-hip-hop
2002-11-23,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,16,23,18,-2,r-b-hip-hop
2002-11-16,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,13,22,16,-3,r-b-hip-hop
2002-11-09,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,15,21,13,+2,r-b-hip-hop
2002-11-02,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,13,20,15,-2,r-b-hip-hop
2002-10-26,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,13,19,13,0,r-b-hip-hop
2002-10-19,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,15,18,13,+2,r-b-hip-hop
2002-10-12,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,18,17,15,+3,r-b-hip-hop
2002-10-05,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,18,16,18,0,r-b-hip-hop
2002-09-28,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,23,15,18,+5,r-b-hip-hop
2002-09-21,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,24,14,23,+1,r-b-hip-hop
2002-09-14,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,27,13,24,+3,r-b-hip-hop
2002-09-07,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,32,12,27,+5,r-b-hip-hop
2002-08-31,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,32,11,32,0,r-b-hip-hop
2002-08-24,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,38,10,32,+6,r-b-hip-hop
2002-08-17,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,43,9,38,+5,r-b-hip-hop
2002-08-10,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,45,8,43,+2,r-b-hip-hop
2002-08-03,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,47,7,45,+2,r-b-hip-hop
2002-07-27,Nappy Roots Featuring Anthony Hamilton,Po' Folks,13,53,6,47,+6,r-b-hip-hop
1993-07-31,Snow,"Girl, I ve Been Hurt",25,27,8,38,-11,pop
1993-07-24,Snow,"Girl, I ve Been Hurt",25,25,8,27,-2,pop
1993-07-17,Snow,"Girl, I ve Been Hurt",25,27,8,25,+2,pop
1993-07-10,Snow,"Girl, I ve Been Hurt",25,26,8,27,-1,pop
1993-07-03,Snow,"Girl, I ve Been Hurt",25,28,8,26,+2,pop
1993-06-26,Snow,"Girl, I ve Been Hurt",25,32,8,28,+4,pop
1993-06-19,Snow,"Girl, I ve Been Hurt",25,37,8,32,+5,pop
1993-06-12,Snow,"Girl, I ve Been Hurt",25,0,8,37,Re-Entry,pop
1993-06-12,Snow,Informer,12,31,14,39,-8,pop
1993-06-05,Snow,Informer,12,27,14,31,-4,pop
1993-05-29,Snow,Informer,12,22,14,27,-5,pop
1993-05-22,Snow,Informer,12,15,14,22,-7,pop
1993-05-15,Snow,Informer,12,13,14,15,-2,pop
1993-05-08,Snow,Informer,12,13,14,13,0,pop
1993-05-01,Snow,Informer,12,12,14,13,-1,pop
1993-04-24,Snow,Informer,12,12,14,12,0,pop
1993-04-17,Snow,Informer,12,17,14,12,+5,pop
1993-04-10,Snow,Informer,12,17,14,17,0,pop
1993-04-03,Snow,Informer,12,20,14,17,+3,pop
1993-03-27,Snow,Informer,12,26,14,20,+6,pop
1993-03-20,Snow,Informer,12,34,14,26,+8,pop
1993-03-13,Snow,Informer,12,0,14,34,Re-Entry,pop
1993-05-15,Snow,Informer,10,26,21,41,-15,r-b-hip-hop
1993-05-08,Snow,Informer,10,21,21,26,-5,r-b-hip-hop
1993-05-01,Snow,Informer,10,10,21,21,-11,r-b-hip-hop
1993-04-24,Snow,Informer,10,13,21,10,+3,r-b-hip-hop
1993-04-17,Snow,Informer,10,12,21,13,-1,r-b-hip-hop
1993-04-10,Snow,Informer,10,15,21,12,+3,r-b-hip-hop
1993-04-03,Snow,Informer,10,16,21,15,+1,r-b-hip-hop
1993-03-27,Snow,Informer,10,18,21,16,+2,r-b-hip-hop
1993-03-20,Snow,Informer,10,19,21,18,+1,r-b-hip-hop
1993-03-13,Snow,Informer,10,23,21,19,+4,r-b-hip-hop
1993-03-06,Snow,Informer,10,28,21,23,+5,r-b-hip-hop
1993-02-27,Snow,Informer,10,28,21,28,0,r-b-hip-hop
1993-02-20,Snow,Informer,10,35,21,28,+7,r-b-hip-hop
1993-02-13,Snow,Informer,10,53,21,35,+18,r-b-hip-hop
2006-06-24,Christina Milian Featuring Young Jeezy,Say I,35,35,4,35,0,pop
2006-06-17,Christina Milian Featuring Young Jeezy,Say I,35,38,3,35,+3,pop
2006-06-10,Christina Milian Featuring Young Jeezy,Say I,35,39,2,38,+1,pop
2006-06-03,Christina Milian Featuring Young Jeezy,Say I,35,0,1,39,New,pop
2006-06-17,Christina Milian Featuring Young Jeezy,Say I,13,17,15,41,-24,r-b-hip-hop
2006-06-10,Christina Milian Featuring Young Jeezy,Say I,13,21,14,17,+4,r-b-hip-hop
2006-06-03,Christina Milian Featuring Young Jeezy,Say I,13,17,13,21,-4,r-b-hip-hop
2006-05-27,Christina Milian Featuring Young Jeezy,Say I,13,18,12,17,+1,r-b-hip-hop
2006-05-20,Christina Milian Featuring Young Jeezy,Say I,13,13,11,18,-5,r-b-hip-hop
2006-05-13,Christina Milian Featuring Young Jeezy,Say I,13,14,10,13,+1,r-b-hip-hop
2006-05-06,Christina Milian Featuring Young Jeezy,Say I,13,18,9,14,+4,r-b-hip-hop
2006-04-29,Christina Milian Featuring Young Jeezy,Say I,13,23,8,18,+5,r-b-hip-hop
2006-04-22,Christina Milian Featuring Young Jeezy,Say I,13,28,7,23,+5,r-b-hip-hop
2006-04-15,Christina Milian Featuring Young Jeezy,Say I,13,31,6,28,+3,r-b-hip-hop
2006-04-08,Christina Milian Featuring Young Jeezy,Say I,13,38,5,31,+7,r-b-hip-hop
2006-04-01,Christina Milian Featuring Young Jeezy,Say I,13,45,4,38,+7,r-b-hip-hop
2006-03-25,Christina Milian Featuring Young Jeezy,Say I,13,47,3,45,+2,r-b-hip-hop
2006-03-18,Christina Milian Featuring Young Jeezy,Say I,13,56,2,47,+9,r-b-hip-hop
2014-07-19,Michael Jackson & Justin Timberlake,Love Never Felt So Good,29,34,7,37,-3,pop
2014-07-12,Michael Jackson & Justin Timberlake,Love Never Felt So Good,29,29,6,34,-5,pop
2014-07-05,Michael Jackson & Justin Timberlake,Love Never Felt So Good,29,30,5,29,+1,pop
2014-06-28,Michael Jackson & Justin Timberlake,Love Never Felt So Good,29,32,4,30,+2,pop
2014-06-21,Michael Jackson & Justin Timberlake,Love Never Felt So Good,29,34,3,32,+2,pop
2014-06-14,Michael Jackson & Justin Timberlake,Love Never Felt So Good,29,37,2,34,+3,pop
2014-06-07,Michael Jackson & Justin Timberlake,Love Never Felt So Good,29,0,1,37,New,pop
2014-09-27,Michael Jackson & Justin Timberlake,Love Never Felt So Good,5,23,20,25,-2,r-b-hip-hop
2014-09-20,Michael Jackson & Justin Timberlake,Love Never Felt So Good,5,23,19,23,0,r-b-hip-hop
2014-09-13,Michael Jackson & Justin Timberlake,Love Never Felt So Good,5,24,18,23,+1,r-b-hip-hop
2014-09-06,Michael Jackson & Justin Timberlake,Love Never Felt So Good,5,22,17,24,-2,r-b-hip-hop
2014-08-30,Michael Jackson & Justin Timberlake,Love Never Felt So Good,5,22,16,22,0,r-b-hip-hop
2014-08-23,Michael Jackson & Justin Timberlake,Love Never Felt So Good,5,19,15,22,-3,r-b-hip-hop
2014-08-16,Michael Jackson & Justin Timberlake,Love Never Felt So Good,5,18,14,19,-1,r-b-hip-hop
2014-08-09,Michael Jackson & Justin Timberlake,Love Never Felt So Good,5,18,13,18,0,r-b-hip-hop
2014-08-02,Michael Jackson & Justin Timberlake,Love Never Felt So Good,5,13,12,18,-5,r-b-hip-hop
2014-07-26,Michael Jackson & Justin Timberlake,Love Never Felt So Good,5,11,11,13,-2,r-b-hip-hop
2014-07-19,Michael Jackson & Justin Timberlake,Love Never Felt So Good,5,11,10,11,0,r-b-hip-hop
2014-07-12,Michael Jackson & Justin Timberlake,Love Never Felt So Good,5,9,9,11,-2,r-b-hip-hop
2014-07-05,Michael Jackson & Justin Timberlake,Love Never Felt So Good,5,9,8,9,0,r-b-hip-hop
2014-06-28,Michael Jackson & Justin Timberlake,Love Never Felt So Good,5,8,7,9,-1,r-b-hip-hop
2014-06-21,Michael Jackson & Justin Timberlake,Love Never Felt So Good,5,7,6,8,-1,r-b-hip-hop
2014-06-14,Michael Jackson & Justin Timberlake,Love Never Felt So Good,5,7,5,7,0,r-b-hip-hop
2014-06-07,Michael Jackson & Justin Timberlake,Love Never Felt So Good,5,5,4,7,-2,r-b-hip-hop
2014-05-31,Michael Jackson & Justin Timberlake,Love Never Felt So Good,5,6,3,5,+1,r-b-hip-hop
2014-05-24,Michael Jackson & Justin Timberlake,Love Never Felt So Good,5,6,2,6,0,r-b-hip-hop
2014-05-17,Michael Jackson & Justin Timberlake,Love Never Felt So Good,5,0,1,6,Hot Shot Debut,r-b-hip-hop
2006-11-11,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,6,24,20,24,0,pop
2006-11-04,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,6,27,19,24,+3,pop
2006-10-28,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,6,22,18,27,-5,pop
2006-10-21,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,6,20,17,22,-2,pop
2006-10-14,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,6,16,16,20,-4,pop
2006-10-07,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,6,12,15,16,-4,pop
2006-09-30,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,6,8,14,12,-4,pop
2006-09-23,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,6,7,13,8,-1,pop
2006-09-16,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,6,6,12,7,-1,pop
2006-09-09,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,6,7,11,6,+1,pop
2006-09-02,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,6,8,10,7,+1,pop
2006-08-26,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,6,9,9,8,+1,pop
2006-08-19,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,6,10,8,9,+1,pop
2006-08-12,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,6,12,7,10,+2,pop
2006-08-05,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,6,16,6,12,+4,pop
2006-07-29,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,6,22,5,16,+6,pop
2006-07-22,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,6,25,4,22,+3,pop
2006-07-15,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,6,32,3,25,+7,pop
2006-07-08,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,6,36,2,32,+4,pop
2006-07-01,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,6,0,1,36,New,pop
2006-09-02,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,10,28,22,41,-13,r-b-hip-hop
2006-08-26,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,10,21,21,28,-7,r-b-hip-hop
2006-08-19,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,10,18,20,21,-3,r-b-hip-hop
2006-08-12,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,10,15,19,18,-3,r-b-hip-hop
2006-08-05,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,10,13,18,15,-2,r-b-hip-hop
2006-07-29,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,10,10,17,13,-3,r-b-hip-hop
2006-07-22,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,10,10,16,10,0,r-b-hip-hop
2006-07-15,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,10,13,15,10,+3,r-b-hip-hop
2006-07-08,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,10,11,14,13,-2,r-b-hip-hop
2006-07-01,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,10,12,13,11,+1,r-b-hip-hop
2006-06-24,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,10,16,12,12,+4,r-b-hip-hop
2006-06-17,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,10,19,11,16,+3,r-b-hip-hop
2006-06-10,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,10,22,10,19,+3,r-b-hip-hop
2006-06-03,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,10,31,9,22,+9,r-b-hip-hop
2006-05-27,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,10,38,8,31,+7,r-b-hip-hop
2006-05-20,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,10,40,7,38,+2,r-b-hip-hop
2006-05-13,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,10,46,6,40,+6,r-b-hip-hop
2006-05-06,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,10,50,5,46,+4,r-b-hip-hop
2006-04-29,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,10,57,4,50,+7,r-b-hip-hop
1998-11-07,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),21,37,18,38,-1,pop
1998-10-31,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),21,33,18,37,-4,pop
1998-10-24,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),21,35,18,33,+2,pop
1998-10-17,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),21,31,18,35,-4,pop
1998-10-10,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),21,29,18,31,-2,pop
1998-09-05,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),21,22,18,21,+1,pop
1998-08-29,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),21,24,18,22,+2,pop
1998-08-22,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),21,24,18,24,0,pop
1998-08-15,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),21,27,18,24,+3,pop
1998-08-08,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),21,27,18,27,0,pop
1998-08-01,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),21,29,18,27,+2,pop
1998-07-25,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),21,35,18,29,+6,pop
1998-07-18,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),21,38,18,35,+3,pop
1998-07-11,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),21,0,18,38,Re-Entry,pop
1998-10-10,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),8,46,20,47,-1,r-b-hip-hop
1998-09-05,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),8,20,20,33,-13,r-b-hip-hop
1998-08-29,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),8,19,20,20,-1,r-b-hip-hop
1998-08-22,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),8,16,20,19,-3,r-b-hip-hop
1998-08-15,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),8,12,20,16,-4,r-b-hip-hop
1998-08-08,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),8,8,20,12,-4,r-b-hip-hop
1998-08-01,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),8,8,20,8,0,r-b-hip-hop
1998-07-25,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),8,8,20,8,0,r-b-hip-hop
1998-07-18,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),8,8,20,8,0,r-b-hip-hop
1998-07-11,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),8,8,20,8,0,r-b-hip-hop
1998-07-04,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),8,11,20,8,+3,r-b-hip-hop
1998-06-27,Pras Michel Feat. Ol  Dirty Bastard,Ghetto Supastar (That Is What You Are),8,0,20,11,Re-Entry,r-b-hip-hop
1998-05-23,Uncle Sam,I Don t Ever Want To See You Again,31,38,15,40,-2,pop
1998-05-16,Uncle Sam,I Don t Ever Want To See You Again,31,40,15,38,+2,pop
1998-05-09,Uncle Sam,I Don t Ever Want To See You Again,31,37,15,40,-3,pop
1998-05-02,Uncle Sam,I Don t Ever Want To See You Again,31,32,15,37,-5,pop
1998-04-25,Uncle Sam,I Don t Ever Want To See You Again,31,31,15,32,-1,pop
1998-04-18,Uncle Sam,I Don t Ever Want To See You Again,31,28,15,31,-3,pop
1998-04-11,Uncle Sam,I Don't Ever Want To See You Again,28,29,15,28,+1,pop
1998-04-04,Uncle Sam,I Don't Ever Want To See You Again,28,28,15,29,-1,pop
1998-03-28,Uncle Sam,I Don't Ever Want To See You Again,28,28,15,28,0,pop
1998-03-21,Uncle Sam,I Don't Ever Want To See You Again,28,31,15,28,+3,pop
1998-03-14,Uncle Sam,I Don't Ever Want To See You Again,28,29,15,31,-2,pop
1998-03-07,Uncle Sam,I Don't Ever Want To See You Again,28,31,15,29,+2,pop
1998-02-28,Uncle Sam,I Don't Ever Want To See You Again,28,35,15,31,+4,pop
1998-02-21,Uncle Sam,I Don't Ever Want To See You Again,28,40,15,35,+5,pop
1998-02-14,Uncle Sam,I Don't Ever Want To See You Again,28,0,15,40,Re-Entry,pop
1998-06-20,Uncle Sam,I Don t Ever Want To See You Again,22,42,33,44,-2,r-b-hip-hop
1998-06-13,Uncle Sam,I Don t Ever Want To See You Again,22,43,33,42,+1,r-b-hip-hop
1998-06-06,Uncle Sam,I Don t Ever Want To See You Again,22,36,33,43,-7,r-b-hip-hop
1998-05-30,Uncle Sam,I Don t Ever Want To See You Again,22,39,33,36,+3,r-b-hip-hop
1998-05-23,Uncle Sam,I Don t Ever Want To See You Again,22,32,33,39,-7,r-b-hip-hop
1998-05-16,Uncle Sam,I Don t Ever Want To See You Again,22,30,33,32,-2,r-b-hip-hop
1998-05-09,Uncle Sam,I Don t Ever Want To See You Again,22,26,33,30,-4,r-b-hip-hop
1998-05-02,Uncle Sam,I Don t Ever Want To See You Again,22,23,33,26,-3,r-b-hip-hop
1998-04-25,Uncle Sam,I Don t Ever Want To See You Again,22,22,33,23,-1,r-b-hip-hop
1998-04-18,Uncle Sam,I Don t Ever Want To See You Again,22,19,33,22,-3,r-b-hip-hop
1998-04-11,Uncle Sam,I Don't Ever Want To See You Again,2,14,33,19,-5,r-b-hip-hop
1998-04-04,Uncle Sam,I Don't Ever Want To See You Again,2,14,33,14,0,r-b-hip-hop
1998-03-28,Uncle Sam,I Don't Ever Want To See You Again,2,10,33,14,-4,r-b-hip-hop
1998-03-21,Uncle Sam,I Don't Ever Want To See You Again,2,4,33,10,-6,r-b-hip-hop
1998-03-14,Uncle Sam,I Don't Ever Want To See You Again,2,4,33,4,0,r-b-hip-hop
1998-03-07,Uncle Sam,I Don't Ever Want To See You Again,2,3,33,4,-1,r-b-hip-hop
1998-02-28,Uncle Sam,I Don't Ever Want To See You Again,2,3,33,3,0,r-b-hip-hop
1998-02-21,Uncle Sam,I Don't Ever Want To See You Again,2,2,33,3,-1,r-b-hip-hop
1998-02-14,Uncle Sam,I Don't Ever Want To See You Again,2,2,33,2,0,r-b-hip-hop
1998-02-07,Uncle Sam,I Don't Ever Want To See You Again,2,3,33,2,+1,r-b-hip-hop
1998-01-31,Uncle Sam,I Don't Ever Want To See You Again,2,5,33,3,+2,r-b-hip-hop
1998-01-24,Uncle Sam,I Don't Ever Want To See You Again,2,5,33,5,0,r-b-hip-hop
1998-01-17,Uncle Sam,I Don't Ever Want To See You Again,2,5,33,5,0,r-b-hip-hop
1998-01-10,Uncle Sam,I Don't Ever Want To See You Again,2,6,33,5,+1,r-b-hip-hop
1998-01-03,Uncle Sam,I Don't Ever Want To See You Again,2,10,33,6,+4,r-b-hip-hop
1997-12-27,Uncle Sam,I Don't Ever Want To See You Again,2,12,33,10,+2,r-b-hip-hop
1997-12-20,Uncle Sam,I Don't Ever Want To See You Again,2,14,33,12,+2,r-b-hip-hop
1997-12-13,Uncle Sam,I Don't Ever Want To See You Again,2,14,33,14,0,r-b-hip-hop
1997-12-06,Uncle Sam,I Don't Ever Want To See You Again,2,16,33,14,+2,r-b-hip-hop
1997-11-29,Uncle Sam,I Don't Ever Want To See You Again,2,20,33,16,+4,r-b-hip-hop
1997-11-22,Uncle Sam,I Don't Ever Want To See You Again,2,25,33,20,+5,r-b-hip-hop
1997-11-15,Uncle Sam,I Don't Ever Want To See You Again,2,32,33,25,+7,r-b-hip-hop
2009-08-29,Young Money,Every Girl,40,0,1,40,New,pop
2010-06-26,Young Money,Roger That,15,32,14,40,-8,r-b-hip-hop
2010-06-19,Young Money,Roger That,15,28,13,32,-4,r-b-hip-hop
2010-06-12,Young Money,Roger That,15,21,12,28,-7,r-b-hip-hop
2010-06-05,Young Money,Roger That,15,20,11,21,-1,r-b-hip-hop
2010-05-29,Young Money,Roger That,15,16,10,20,-4,r-b-hip-hop
2010-05-22,Young Money,Roger That,15,15,9,16,-1,r-b-hip-hop
2010-05-15,Young Money,Roger That,15,18,8,15,+3,r-b-hip-hop
2010-05-08,Young Money,Roger That,15,25,7,18,+7,r-b-hip-hop
2010-05-01,Young Money,Roger That,15,34,6,25,+9,r-b-hip-hop
2010-04-24,Young Money,Roger That,15,44,5,34,+10,r-b-hip-hop
2010-04-17,Young Money,Roger That,15,52,4,44,+8,r-b-hip-hop
2009-12-05,Young Money,Bedrock,36,60,6,36,+24,r-b-hip-hop
2009-11-07,Young Money,Every Girl,2,46,29,44,+2,r-b-hip-hop
2009-10-31,Young Money,Every Girl,2,47,28,46,+1,r-b-hip-hop
2009-10-24,Young Money,Every Girl,2,38,27,47,-9,r-b-hip-hop
2009-10-17,Young Money,Every Girl,2,32,26,38,-6,r-b-hip-hop
2009-10-10,Young Money,Every Girl,2,30,25,32,-2,r-b-hip-hop
2009-10-03,Young Money,Every Girl,2,26,24,30,-4,r-b-hip-hop
2009-09-26,Young Money,Every Girl,2,16,23,26,-10,r-b-hip-hop
2009-09-19,Young Money,Every Girl,2,19,22,16,+3,r-b-hip-hop
2009-09-12,Young Money,Every Girl,2,13,21,19,-6,r-b-hip-hop
2009-09-05,Young Money,Every Girl,2,9,20,13,-4,r-b-hip-hop
2009-08-29,Young Money,Every Girl,2,8,19,9,-1,r-b-hip-hop
2009-08-22,Young Money,Every Girl,2,6,18,8,-2,r-b-hip-hop
2009-08-15,Young Money,Every Girl,2,4,17,6,-2,r-b-hip-hop
2009-08-08,Young Money,Every Girl,2,3,16,4,-1,r-b-hip-hop
2009-08-01,Young Money,Every Girl,2,2,15,3,-1,r-b-hip-hop
2009-07-25,Young Money,Every Girl,2,2,14,2,0,r-b-hip-hop
2009-07-18,Young Money,Every Girl,2,2,13,2,0,r-b-hip-hop
2009-07-11,Young Money,Every Girl,2,3,12,2,+1,r-b-hip-hop
2009-07-04,Young Money,Every Girl,2,3,11,3,0,r-b-hip-hop
2009-06-27,Young Money,Every Girl,2,4,10,3,+1,r-b-hip-hop
2009-06-20,Young Money,Every Girl,2,5,9,4,+1,r-b-hip-hop
2009-06-13,Young Money,Every Girl,2,5,8,5,0,r-b-hip-hop
2009-06-06,Young Money,Every Girl,2,7,7,5,+2,r-b-hip-hop
2009-05-30,Young Money,Every Girl,2,19,6,7,+12,r-b-hip-hop
2009-05-23,Young Money,Every Girl,2,24,5,19,+5,r-b-hip-hop
2009-05-16,Young Money,Every Girl,2,31,4,24,+7,r-b-hip-hop
2009-05-09,Young Money,Every Girl,2,49,3,31,+18,r-b-hip-hop
2009-05-02,Young Money,Every Girl,2,68,2,49,+19,r-b-hip-hop
1994-01-22,Xscape,Just Kickin  It,27,39,12,37,+2,pop
1994-01-15,Xscape,Just Kickin  It,27,35,12,39,-4,pop
1994-01-08,Xscape,Just Kickin  It,27,27,12,35,-8,pop
1994-01-01,Xscape,Just Kickin  It,27,25,12,27,-2,pop
1993-12-25,Xscape,Just Kickin' It,23,25,12,25,0,pop
1993-12-18,Xscape,Just Kickin' It,23,23,12,25,-2,pop
1993-12-11,Xscape,Just Kickin' It,23,26,12,23,+3,pop
1993-12-04,Xscape,Just Kickin' It,23,27,12,26,+1,pop
1993-11-27,Xscape,Just Kickin' It,23,32,12,27,+5,pop
1993-11-20,Xscape,Just Kickin' It,23,34,12,32,+2,pop
1993-11-13,Xscape,Just Kickin' It,23,40,12,34,+6,pop
1993-11-06,Xscape,Just Kickin  It,27,0,12,40,Re-Entry,pop
1999-03-27,Xscape,Softest Place On Earth,28,37,20,40,-3,r-b-hip-hop
1999-03-20,Xscape,Softest Place On Earth,28,36,20,37,-1,r-b-hip-hop
1999-03-13,Xscape,Softest Place On Earth,28,28,20,36,-8,r-b-hip-hop
1999-03-06,Xscape,Softest Place On Earth,28,28,20,28,0,r-b-hip-hop
1999-02-27,Xscape,Softest Place On Earth,28,29,20,28,+1,r-b-hip-hop
1999-02-20,Xscape,Softest Place On Earth,28,29,20,29,0,r-b-hip-hop
1999-02-13,Xscape,Softest Place On Earth,28,33,20,29,+4,r-b-hip-hop
1999-02-06,Xscape,Softest Place On Earth,28,45,20,33,+12,r-b-hip-hop
1999-01-30,Xscape,Softest Place On Earth,28,51,20,45,+6,r-b-hip-hop
1999-01-09,Xscape,My Little Secret,2,48,20,45,+3,r-b-hip-hop
1999-01-02,Xscape,My Little Secret,2,23,20,48,-25,r-b-hip-hop
1998-12-26,Xscape,My Little Secret,2,17,20,23,-6,r-b-hip-hop
1998-12-19,Xscape,My Little Secret,2,16,20,17,-1,r-b-hip-hop
1998-12-12,Xscape,My Little Secret,2,16,20,16,0,r-b-hip-hop
1998-12-05,Xscape,My Little Secret,2,14,20,16,-2,r-b-hip-hop
1998-11-28,Xscape,My Little Secret,2,13,20,14,-1,r-b-hip-hop
1998-11-21,Xscape,My Little Secret,2,7,20,13,-6,r-b-hip-hop
1998-11-14,Xscape,My Little Secret,2,5,20,7,-2,r-b-hip-hop
1998-11-07,Xscape,My Little Secret,2,3,20,5,-2,r-b-hip-hop
1998-10-31,Xscape,My Little Secret,2,2,20,3,-1,r-b-hip-hop
